,comment,currency,amount,text_length,text_wordcount,tokenized_comment
140,Donated coz I want to believe that there is still humanity and compassion to each and everyone of us and we should help one another in whatever way we can...the world will be a much better place.,SGD,50000,195.0,37.0,"['donated', 'coz', 'i', 'want', 'to', 'believe', 'that', 'there', 'is', 'still', 'humanity', 'and', 'compassion', 'to', 'each', 'and', 'everyone', 'of', 'us', 'and', 'we', 'should', 'help', 'one', 'another', 'in', 'whatever', 'way', 'we', 'can', 'the', 'world', 'will', 'be', 'a', 'much', 'better', 'place']"
141,I donated because we should all be kinder and help each other in need.,SGD,5000,70.0,14.0,"['i', 'donated', 'because', 'we', 'should', 'all', 'be', 'kinder', 'and', 'help', 'each', 'other', 'in', 'need']"
142,want to help,SGD,500,12.0,3.0,"['want', 'to', 'help']"
143,Hope little Joceline will recover and be away from all sufferings soon.,MYR,10000,71.0,12.0,"['hope', 'little', 'joceline', 'will', 'recover', 'and', 'be', 'away', 'from', 'all', 'sufferings', 'soon']"
144,"give asia has also helped my son, its time to give back to someone who needs our help, wishing full recovery to little one...",MYR,20000,125.0,24.0,"['give', 'asia', 'has', 'also', 'helped', 'my', 'son', 'its', 'time', 'to', 'give', 'back', 'to', 'someone', 'who', 'needs', 'our', 'help', 'wishing', 'full', 'recovery', 'to', 'little', 'one']"
145,"I know this is just a small amount but i know this can go a long way, my prayers are with you. I am also an ofw here and it is tough to be one, especially with your case, Get better soon! Stay strong!",SGD,3000,200.0,44.0,"['i', 'know', 'this', 'is', 'just', 'a', 'small', 'amount', 'but', 'i', 'know', 'this', 'can', 'go', 'a', 'long', 'way', 'my', 'prayers', 'are', 'with', 'you', 'i', 'am', 'also', 'an', 'ofw', 'here', 'and', 'it', 'is', 'tough', 'to', 'be', 'one', 'especially', 'with', 'your', 'case', 'get', 'better', 'soon', 'stay', 'strong']"
146,I donated because I was reading God's word and was prompted. God is so good all the time.,SGD,20000,89.0,18.0,"['i', 'donated', 'because', 'i', 'was', 'reading', 'god', 's', 'word', 'and', 'was', 'prompted', 'god', 'is', 'so', 'good', 'all', 'the', 'time']"
147,Every child needs an opportunity!,SGD,10000,33.0,5.0,"['every', 'child', 'needs', 'an', 'opportunity']"
148,Help of good cause. Every baby deserves to live.,SGD,2000,48.0,9.0,"['help', 'of', 'good', 'cause', 'every', 'baby', 'deserves', 'to', 'live']"
149,I want to help the family and want Chloe to recover and heal.,SGD,2000,61.0,13.0,"['i', 'want', 'to', 'help', 'the', 'family', 'and', 'want', 'chloe', 'to', 'recover', 'and', 'heal']"
150,I'm a mother of 3 and also a nurse...it hurts me to see a young life who was a bout to see this beautiful world had to go thru all the sufferings...may he be strong and recovers...my prayers are with u baby boy ..get well soon baby...,SGD,8000,234.0,47.0,"['i', 'm', 'a', 'mother', 'of', 'and', 'also', 'a', 'nurse', 'it', 'hurts', 'me', 'to', 'see', 'a', 'young', 'life', 'who', 'was', 'a', 'bout', 'to', 'see', 'this', 'beautiful', 'world', 'had', 'to', 'go', 'thru', 'all', 'the', 'sufferings', 'may', 'he', 'be', 'strong', 'and', 'recovers', 'my', 'prayers', 'are', 'with', 'u', 'baby', 'boy', 'get', 'well', 'soon', 'baby']"
151,Babies are the purest and the most innocent beings in the world! They deserve to live .,SGD,3000,87.0,17.0,"['babies', 'are', 'the', 'purest', 'and', 'the', 'most', 'innocent', 'beings', 'in', 'the', 'world', 'they', 'deserve', 'to', 'live']"
152,"I donate in the name of our Lord Jesus.
Jesus saves and heals. God blesses and provides.",SGD,25000,88.0,16.0,"['i', 'donate', 'in', 'the', 'name', 'of', 'our', 'lord', 'jesus', 'jesus', 'saves', 'and', 'heals', 'god', 'blesses', 'and', 'provides']"
154,To help baby. Noone becomes poorer from giving...,SGD,5000,49.0,8.0,"['to', 'help', 'baby', 'noone', 'becomes', 'poorer', 'from', 'giving']"
155,It’s the right thing to do within my capacity.,SGD,3000,46.0,9.0,"['it', 's', 'the', 'right', 'thing', 'to', 'do', 'within', 'my', 'capacity']"
156,From a friend to Baby Niyaz so that he will be well soon and I can play with him when I come to his house.,SGD,500,106.0,25.0,"['from', 'a', 'friend', 'to', 'baby', 'niyaz', 'so', 'that', 'he', 'will', 'be', 'well', 'soon', 'and', 'i', 'can', 'play', 'with', 'him', 'when', 'i', 'come', 'to', 'his', 'house']"
157,I donate because each one deserves a better life.,SGD,50000,49.0,9.0,"['i', 'donate', 'because', 'each', 'one', 'deserves', 'a', 'better', 'life']"
158,I hope the baby will recover from his illness.,SGD,20000,46.0,9.0,"['i', 'hope', 'the', 'baby', 'will', 'recover', 'from', 'his', 'illness']"
159,simpity with the kid.. I also have grandchildren l may help little today but am not sure who will help us when qe ned tne most..,SGD,1000,128.0,26.0,"['simpity', 'with', 'the', 'kid', 'i', 'also', 'have', 'grandchildren', 'l', 'may', 'help', 'little', 'today', 'but', 'am', 'not', 'sure', 'who', 'will', 'help', 'us', 'when', 'qe', 'ned', 'tne', 'most']"
161,A small contribution to thank everyone for doing good for the autism community. To families with autism family members: never give up!,SGD,5000,134.0,22.0,"['a', 'small', 'contribution', 'to', 'thank', 'everyone', 'for', 'doing', 'good', 'for', 'the', 'autism', 'community', 'to', 'families', 'with', 'autism', 'family', 'members', 'never', 'give', 'up']"
162,Be a small part in making sure Manidhar recovers and gets well soon. Pray for his speedy recovery 🙏🙏🙏,SGD,10800,101.0,19.0,"['be', 'a', 'small', 'part', 'in', 'making', 'sure', 'manidhar', 'recovers', 'and', 'gets', 'well', 'soon', 'pray', 'for', 'his', 'speedy', 'recovery']"
163,May Allah ease your affairs and grant full syifa' to Niyaz. He will not give you more than what you can handle! Stay strong :),SGD,18000,126.0,25.0,"['may', 'allah', 'ease', 'your', 'affairs', 'and', 'grant', 'full', 'syifa', 'to', 'niyaz', 'he', 'will', 'not', 'give', 'you', 'more', 'than', 'what', 'you', 'can', 'handle', 'stay', 'strong']"
164,I donated because every cent counts,SGD,25000,35.0,6.0,"['i', 'donated', 'because', 'every', 'cent', 'counts']"
165,I hope baby gets a suitable donor!,SGD,25000,34.0,7.0,"['i', 'hope', 'baby', 'gets', 'a', 'suitable', 'donor']"
166,"I donated because the kids deserve the opportunity at life, to learn to be independent and be able to feel that they can contribute to society as well.",SGD,10000,151.0,28.0,"['i', 'donated', 'because', 'the', 'kids', 'deserve', 'the', 'opportunity', 'at', 'life', 'to', 'learn', 'to', 'be', 'independent', 'and', 'be', 'able', 'to', 'feel', 'that', 'they', 'can', 'contribute', 'to', 'society', 'as', 'well']"
167,if you can help just help la...:),SGD,6000,33.0,7.0,"['if', 'you', 'can', 'help', 'just', 'help', 'la']"
168,"I want this kid to heal completely and enjoy his childhood and shine on in his life.
Prayers to the kid and family. 
God bless you. Wishing you speedy and complete recovery.",SGD,5000,173.0,31.0,"['i', 'want', 'this', 'kid', 'to', 'heal', 'completely', 'and', 'enjoy', 'his', 'childhood', 'and', 'shine', 'on', 'in', 'his', 'life', 'prayers', 'to', 'the', 'kid', 'and', 'family', 'god', 'bless', 'you', 'wishing', 'you', 'speedy', 'and', 'complete', 'recovery']"
169,To help,SGD,28000,7.0,2.0,"['to', 'help']"
170,It’s nice to.,SGD,2000,13.0,3.0,"['it', 's', 'nice', 'to']"
171,There are more unfortunate people than us.,SGD,20000,42.0,7.0,"['there', 'are', 'more', 'unfortunate', 'people', 'than', 'us']"
172,I have friends who have a 5 year old son fighting for his life with meludoblastoma. (Brain Cancer) They are blessed to have full comprehensive health insurance for their son. Money must not be an issue. Go little hero.. You can make it.,SGD,10000,236.0,43.0,"['i', 'have', 'friends', 'who', 'have', 'a', 'year', 'old', 'son', 'fighting', 'for', 'his', 'life', 'with', 'meludoblastoma', 'brain', 'cancer', 'they', 'are', 'blessed', 'to', 'have', 'full', 'comprehensive', 'health', 'insurance', 'for', 'their', 'son', 'money', 'must', 'not', 'be', 'an', 'issue', 'go', 'little', 'hero', 'you', 'can', 'make', 'it']"
173,It is just a small contribution.,SGD,5000,32.0,6.0,"['it', 'is', 'just', 'a', 'small', 'contribution']"
174,Kindness matters,SGD,10000,16.0,2.0,"['kindness', 'matters']"
175,Wishing Mdm Ng a speedy recovery and able to see her family soon! God bless!,SGD,5000,76.0,15.0,"['wishing', 'mdm', 'ng', 'a', 'speedy', 'recovery', 'and', 'able', 'to', 'see', 'her', 'family', 'soon', 'god', 'bless']"
176,To share God's blessings and praying for her speedy recovery,SGD,5000,60.0,10.0,"['to', 'share', 'god', 's', 'blessings', 'and', 'praying', 'for', 'her', 'speedy', 'recovery']"
177,"Our hearts are with you, we pray and hope Joceline will have a successful transplant.",MYR,320000,85.0,15.0,"['our', 'hearts', 'are', 'with', 'you', 'we', 'pray', 'and', 'hope', 'joceline', 'will', 'have', 'a', 'successful', 'transplant']"
179,He is a great father. Hope he recover soon🙏,SGD,5000,43.0,9.0,"['he', 'is', 'a', 'great', 'father', 'hope', 'he', 'recover', 'soon']"
180,Every breath matters 🙏,SGD,10000,22.0,4.0,"['every', 'breath', 'matters']"
181,In support of Audi's efforts in allowing the less fortunate to live better.,SGD,10000,75.0,13.0,"['in', 'support', 'of', 'audi', 's', 'efforts', 'in', 'allowing', 'the', 'less', 'fortunate', 'to', 'live', 'better']"
182,Cumulative Small support can support big cause,SGD,5000,46.0,7.0,"['cumulative', 'small', 'support', 'can', 'support', 'big', 'cause']"
183,More blessed to give than receive,SGD,2000,33.0,6.0,"['more', 'blessed', 'to', 'give', 'than', 'receive']"
184,In support of Audi's efforts in helping out the needy in the community.,SGD,10000,71.0,13.0,"['in', 'support', 'of', 'audi', 's', 'efforts', 'in', 'helping', 'out', 'the', 'needy', 'in', 'the', 'community']"
185,In support of Audi's efforts to give others a better life.,SGD,10000,58.0,11.0,"['in', 'support', 'of', 'audi', 's', 'efforts', 'to', 'give', 'others', 'a', 'better', 'life']"
186,"The true measure of a man is how he treats someone who can do him absolutely no good. — Samuel Johnson

Saving one Animal won't change the world, but the world will change for that one Animal.",THB,200000,192.0,36.0,"['the', 'true', 'measure', 'of', 'a', 'man', 'is', 'how', 'he', 'treats', 'someone', 'who', 'can', 'do', 'him', 'absolutely', 'no', 'good', 'samuel', 'johnson', 'saving', 'one', 'animal', 'won', 't', 'change', 'the', 'world', 'but', 'the', 'world', 'will', 'change', 'for', 'that', 'one', 'animal']"
187,I donated because me too is a cancer patient having problem in blood. I know how hard it is for you baby and your parents. I pray to God to heal you and comfort you through out the procedure. Godbless you and keep you.,MYR,20000,218.0,44.0,"['i', 'donated', 'because', 'me', 'too', 'is', 'a', 'cancer', 'patient', 'having', 'problem', 'in', 'blood', 'i', 'know', 'how', 'hard', 'it', 'is', 'for', 'you', 'baby', 'and', 'your', 'parents', 'i', 'pray', 'to', 'god', 'to', 'heal', 'you', 'and', 'comfort', 'you', 'through', 'out', 'the', 'procedure', 'godbless', 'you', 'and', 'keep', 'you']"
188,"I donated because it make me and my family happy to help others in need. If you in a position to help, please help.",SGD,10000,115.0,24.0,"['i', 'donated', 'because', 'it', 'make', 'me', 'and', 'my', 'family', 'happy', 'to', 'help', 'others', 'in', 'need', 'if', 'you', 'in', 'a', 'position', 'to', 'help', 'please', 'help']"
189,"Let’s help ease the affairs for this family, let’s give them hope and an opportunity for the little one to grow and meet the loving parents.",SGD,5000,140.0,26.0,"['let', 's', 'help', 'ease', 'the', 'affairs', 'for', 'this', 'family', 'let', 's', 'give', 'them', 'hope', 'and', 'an', 'opportunity', 'for', 'the', 'little', 'one', 'to', 'grow', 'and', 'meet', 'the', 'loving', 'parents']"
190,In support of Audi's efforts to allow others to have a better life.,SGD,10000,67.0,13.0,"['in', 'support', 'of', 'audi', 's', 'efforts', 'to', 'allow', 'others', 'to', 'have', 'a', 'better', 'life']"
191,Get well soon Manidhar! You are a very strong boy and will win over this battle. Our best wishes with you and your family,SGD,15000,121.0,24.0,"['get', 'well', 'soon', 'manidhar', 'you', 'are', 'a', 'very', 'strong', 'boy', 'and', 'will', 'win', 'over', 'this', 'battle', 'our', 'best', 'wishes', 'with', 'you', 'and', 'your', 'family']"
192,"This pandemic is affecting us in ways unforeseeable. The economic divide will grow wider, the poor and disadvantaged will find it almost impossible to catch up. We have to try help, in whatever way possible.",SGD,15000,207.0,35.0,"['this', 'pandemic', 'is', 'affecting', 'us', 'in', 'ways', 'unforeseeable', 'the', 'economic', 'divide', 'will', 'grow', 'wider', 'the', 'poor', 'and', 'disadvantaged', 'will', 'find', 'it', 'almost', 'impossible', 'to', 'catch', 'up', 'we', 'have', 'to', 'try', 'help', 'in', 'whatever', 'way', 'possible']"
193,giving a hand to the child.,SGD,1000,27.0,6.0,"['giving', 'a', 'hand', 'to', 'the', 'child']"
194,I just to help only.🙏🙏🙏,SGD,3000,23.0,5.0,"['i', 'just', 'to', 'help', 'only']"
195,Please help the little one gets another chance in life,MYR,5000,54.0,10.0,"['please', 'help', 'the', 'little', 'one', 'gets', 'another', 'chance', 'in', 'life']"
196,I believe she will grow up to be a strong lady…. Inspiring others,MYR,10000,65.0,13.0,"['i', 'believe', 'she', 'will', 'grow', 'up', 'to', 'be', 'a', 'strong', 'lady', 'inspiring', 'others']"
197,Hope everything going smooth,SGD,1000,28.0,4.0,"['hope', 'everything', 'going', 'smooth']"
198,"I donated because every child deserves a wonderful childhood. Get well soon, Manidhar, this too shall pass.",SGD,5000,107.0,17.0,"['i', 'donated', 'because', 'every', 'child', 'deserves', 'a', 'wonderful', 'childhood', 'get', 'well', 'soon', 'manidhar', 'this', 'too', 'shall', 'pass']"
199,Sharing kindness is a blessing in disguise. Giving is a kind of joy…..,SGD,5000,70.0,13.0,"['sharing', 'kindness', 'is', 'a', 'blessing', 'in', 'disguise', 'giving', 'is', 'a', 'kind', 'of', 'joy']"
200,I am a parent myself. I would definitely won’t want anything happen to my children. I hope Manidhar get the necessary funding and have a speedy recovery.,SGD,5000,153.0,27.0,"['i', 'am', 'a', 'parent', 'myself', 'i', 'would', 'definitely', 'won', 't', 'want', 'anything', 'happen', 'to', 'my', 'children', 'i', 'hope', 'manidhar', 'get', 'the', 'necessary', 'funding', 'and', 'have', 'a', 'speedy', 'recovery']"
201,because i support Pawan,SGD,25000,23.0,4.0,"['because', 'i', 'support', 'pawan']"
202,I donated because you have a similar case with my mum. My mum was also under social visit pass. The cost of visiting public or private hospital is the same. i truly understand your situation.,SGD,5000,191.0,35.0,"['i', 'donated', 'because', 'you', 'have', 'a', 'similar', 'case', 'with', 'my', 'mum', 'my', 'mum', 'was', 'also', 'under', 'social', 'visit', 'pass', 'the', 'cost', 'of', 'visiting', 'public', 'or', 'private', 'hospital', 'is', 'the', 'same', 'i', 'truly', 'understand', 'your', 'situation']"
203,I wanted to help the baby so that she can enjoy the life ahead of her❤️ Life is beautiful and she should see the world 🌎,SGD,5000,120.0,26.0,"['i', 'wanted', 'to', 'help', 'the', 'baby', 'so', 'that', 'she', 'can', 'enjoy', 'the', 'life', 'ahead', 'of', 'her', 'life', 'is', 'beautiful', 'and', 'she', 'should', 'see', 'the', 'world']"
204,To support him and his family in these difficult times,SGD,20000,54.0,10.0,"['to', 'support', 'him', 'and', 'his', 'family', 'in', 'these', 'difficult', 'times']"
205,Kid life need to be saved at any cost,SGD,5000,37.0,9.0,"['kid', 'life', 'need', 'to', 'be', 'saved', 'at', 'any', 'cost']"
208,this is a worthy cause,SGD,5100,22.0,5.0,"['this', 'is', 'a', 'worthy', 'cause']"
209,To help her have hope in trying times,SGD,10000,37.0,8.0,"['to', 'help', 'her', 'have', 'hope', 'in', 'trying', 'times']"
210,"she needed help, i helped. God bless",MYR,20000,36.0,7.0,"['she', 'needed', 'help', 'i', 'helped', 'god', 'bless']"
211,"Friend shared me this case, the baby is suffering this tragedy, hope the minor help can do some support! Stay strong baby!",SGD,5000,122.0,22.0,"['friend', 'shared', 'me', 'this', 'case', 'the', 'baby', 'is', 'suffering', 'this', 'tragedy', 'hope', 'the', 'minor', 'help', 'can', 'do', 'some', 'support', 'stay', 'strong', 'baby']"
212,Hope this little contribution will help ease the new parents’ burden,SGD,2000,68.0,11.0,"['hope', 'this', 'little', 'contribution', 'will', 'help', 'ease', 'the', 'new', 'parents', 'burden']"
213,Donating for educational packages for 2 kids in memory of my late wife. She was an ambassador for education of kids.,SGD,50000,116.0,21.0,"['donating', 'for', 'educational', 'packages', 'for', 'kids', 'in', 'memory', 'of', 'my', 'late', 'wife', 'she', 'was', 'an', 'ambassador', 'for', 'education', 'of', 'kids']"
215,"I donated because these people are in a far worse off position than I am, and I want to know that I have made a change in the world for the better.",SGD,8000,147.0,32.0,"['i', 'donated', 'because', 'these', 'people', 'are', 'in', 'a', 'far', 'worse', 'off', 'position', 'than', 'i', 'am', 'and', 'i', 'want', 'to', 'know', 'that', 'i', 'have', 'made', 'a', 'change', 'in', 'the', 'world', 'for', 'the', 'better']"
216,What an inspiring project that brings out the beauty of cancer patients and the young fund raisers who bring hope to them!,SGD,5000,122.0,22.0,"['what', 'an', 'inspiring', 'project', 'that', 'brings', 'out', 'the', 'beauty', 'of', 'cancer', 'patients', 'and', 'the', 'young', 'fund', 'raisers', 'who', 'bring', 'hope', 'to', 'them']"
217,I donated because i would like to offer my helping hands to make a different in ppl lives,SGD,10000,89.0,18.0,"['i', 'donated', 'because', 'i', 'would', 'like', 'to', 'offer', 'my', 'helping', 'hands', 'to', 'make', 'a', 'different', 'in', 'ppl', 'lives']"
218,Hope it could help her,MYR,20000,22.0,5.0,"['hope', 'it', 'could', 'help', 'her']"
219,Hope the kid gets the funding and recover soon,SGD,15100,46.0,9.0,"['hope', 'the', 'kid', 'gets', 'the', 'funding', 'and', 'recover', 'soon']"
220,hope can help the person who needs help.,SGD,2000,40.0,8.0,"['hope', 'can', 'help', 'the', 'person', 'who', 'needs', 'help']"
221,Pray for you and your little girl,MYR,20000,33.0,7.0,"['pray', 'for', 'you', 'and', 'your', 'little', 'girl']"
222,"To be able to donate is a blessing. Let's give blessing to the needy to share, care for them",SGD,5000,92.0,19.0,"['to', 'be', 'able', 'to', 'donate', 'is', 'a', 'blessing', 'let', 's', 'give', 'blessing', 'to', 'the', 'needy', 'to', 'share', 'care', 'for', 'them']"
223,I support the organisation works and efforts.,SGD,100000,45.0,7.0,"['i', 'support', 'the', 'organisation', 'works', 'and', 'efforts']"
224,Every baby deserve a chance to live we do what we can to help,SGD,2000,61.0,14.0,"['every', 'baby', 'deserve', 'a', 'chance', 'to', 'live', 'we', 'do', 'what', 'we', 'can', 'to', 'help']"
225,God bless you baby ❤️ get well soon 💞,SGD,1000,37.0,9.0,"['god', 'bless', 'you', 'baby', 'get', 'well', 'soon']"
226,May this small gift provide hope and smiles to families in Malaysia who are suffering disproportionately during this time. We pray for you.,MYR,40000,139.0,23.0,"['may', 'this', 'small', 'gift', 'provide', 'hope', 'and', 'smiles', 'to', 'families', 'in', 'malaysia', 'who', 'are', 'suffering', 'disproportionately', 'during', 'this', 'time', 'we', 'pray', 'for', 'you']"
227,He looks very kind and God bless him to recover soon.,SGD,5000,53.0,11.0,"['he', 'looks', 'very', 'kind', 'and', 'god', 'bless', 'him', 'to', 'recover', 'soon']"
228,For Manidhar treatment in SINGAPORE,SGD,5000,35.0,5.0,"['for', 'manidhar', 'treatment', 'in', 'singapore']"
231,Every child deserves not to worry about financial cost. May you get well soon and get to enjoy your childhood..,SGD,25000,111.0,20.0,"['every', 'child', 'deserves', 'not', 'to', 'worry', 'about', 'financial', 'cost', 'may', 'you', 'get', 'well', 'soon', 'and', 'get', 'to', 'enjoy', 'your', 'childhood']"
233,I donate because not easy to raise autism children. Hope this fund will help them,SGD,10000,81.0,15.0,"['i', 'donate', 'because', 'not', 'easy', 'to', 'raise', 'autism', 'children', 'hope', 'this', 'fund', 'will', 'help', 'them']"
234,"As a mother with daughter, it hurts me to see her suffer. I hope she can get the bone marrow soon. Hope she can recover and go out to play like any other kid. May God bless this little angel.",MYR,20000,191.0,40.0,"['as', 'a', 'mother', 'with', 'daughter', 'it', 'hurts', 'me', 'to', 'see', 'her', 'suffer', 'i', 'hope', 'she', 'can', 'get', 'the', 'bone', 'marrow', 'soon', 'hope', 'she', 'can', 'recover', 'and', 'go', 'out', 'to', 'play', 'like', 'any', 'other', 'kid', 'may', 'god', 'bless', 'this', 'little', 'angel']"
235,She's a young single mother... she needs support.,SGD,25000,49.0,8.0,"['she', 's', 'a', 'young', 'single', 'mother', 'she', 'needs', 'support']"
237,"I wanted to help the parents to achieve the needed fundraising goal. And I wish baby Chloe have a chance to live, I will pray for her successful operation and speed recovery",SGD,2000,173.0,32.0,"['i', 'wanted', 'to', 'help', 'the', 'parents', 'to', 'achieve', 'the', 'needed', 'fundraising', 'goal', 'and', 'i', 'wish', 'baby', 'chloe', 'have', 'a', 'chance', 'to', 'live', 'i', 'will', 'pray', 'for', 'her', 'successful', 'operation', 'and', 'speed', 'recovery']"
238,Wish my donation will help out the little children and METTA..,SGD,10000,62.0,11.0,"['wish', 'my', 'donation', 'will', 'help', 'out', 'the', 'little', 'children', 'and', 'metta']"
240,"My family donated because we believe we should help each other, we wish Manidhar all the best with his treatment.",SGD,5000,113.0,20.0,"['my', 'family', 'donated', 'because', 'we', 'believe', 'we', 'should', 'help', 'each', 'other', 'we', 'wish', 'manidhar', 'all', 'the', 'best', 'with', 'his', 'treatment']"
241,A sick person needed help,SGD,10000,25.0,5.0,"['a', 'sick', 'person', 'needed', 'help']"
243,I want to help people in need.,SGD,5000,30.0,7.0,"['i', 'want', 'to', 'help', 'people', 'in', 'need']"
244,This kid deserves to live and I really hope his treatment goes well and to become healthy and happy,SGD,2000,99.0,19.0,"['this', 'kid', 'deserves', 'to', 'live', 'and', 'i', 'really', 'hope', 'his', 'treatment', 'goes', 'well', 'and', 'to', 'become', 'healthy', 'and', 'happy']"
245,Speedy recovery,MYR,10000,15.0,2.0,"['speedy', 'recovery']"
247,Take care and speedy recovery little child,MYR,20000,42.0,7.0,"['take', 'care', 'and', 'speedy', 'recovery', 'little', 'child']"
249,His mother waiting he go back,SGD,3000,29.0,6.0,"['his', 'mother', 'waiting', 'he', 'go', 'back']"
251,"Being retrench recently, I am aware on the fear of the unknown esp that Malaysia is still facing extended lock down... Thus, Sending love from SG & May we trust that He is  Jehovah Rapha & our provider <3",MYR,40000,204.0,40.0,"['being', 'retrench', 'recently', 'i', 'am', 'aware', 'on', 'the', 'fear', 'of', 'the', 'unknown', 'esp', 'that', 'malaysia', 'is', 'still', 'facing', 'extended', 'lock', 'down', 'thus', 'sending', 'love', 'from', 'sg', 'may', 'we', 'trust', 'that', 'he', 'is', 'jehovah', 'rapha', 'our', 'provider']"
252,Charity begins with you,MYR,20000,23.0,4.0,"['charity', 'begins', 'with', 'you']"
253,"I donated because my mom has a same situation many years back, she has insurance to support her the entire ops. Please help Auntie. I know Gleneagles Dr Ngoi. He is the surgeon whom help my mom recovered from colon cancer",SGD,10000,221.0,41.0,"['i', 'donated', 'because', 'my', 'mom', 'has', 'a', 'same', 'situation', 'many', 'years', 'back', 'she', 'has', 'insurance', 'to', 'support', 'her', 'the', 'entire', 'ops', 'please', 'help', 'auntie', 'i', 'know', 'gleneagles', 'dr', 'ngoi', 'he', 'is', 'the', 'surgeon', 'whom', 'help', 'my', 'mom', 'recovered', 'from', 'colon', 'cancer']"
254,"nobody wants to be in this situation. we help while we can.
when someone ask for help in finances, it is more than an ask, because he/she has put down everything to ask. 
let us all try to help :)",SGD,5000,196.0,39.0,"['nobody', 'wants', 'to', 'be', 'in', 'this', 'situation', 'we', 'help', 'while', 'we', 'can', 'when', 'someone', 'ask', 'for', 'help', 'in', 'finances', 'it', 'is', 'more', 'than', 'an', 'ask', 'because', 'he', 'she', 'has', 'put', 'down', 'everything', 'to', 'ask', 'let', 'us', 'all', 'try', 'to', 'help']"
255,Jiayou!hope u recover soon!,SGD,1000,27.0,4.0,"['jiayou', 'hope', 'u', 'recover', 'soon']"
256,I donated in honor of NCT Mark Lee's birthday ♡ Mark is also a Christian and I wanted to celebrate his birthday by helping out others in God's kingdom :)),USD,2300,154.0,30.0,"['i', 'donated', 'in', 'honor', 'of', 'nct', 'mark', 'lee', 's', 'birthday', 'mark', 'is', 'also', 'a', 'christian', 'and', 'i', 'wanted', 'to', 'celebrate', 'his', 'birthday', 'by', 'helping', 'out', 'others', 'in', 'god', 's', 'kingdom']"
257,"I feel so much for the situation that’s happening in India from news articles, friends and videos being shared. It’s horrible and I would never want that situation to happen to anyone ever. 

As fellow humans, we need to help each other",SGD,10000,236.0,42.0,"['i', 'feel', 'so', 'much', 'for', 'the', 'situation', 'that', 's', 'happening', 'in', 'india', 'from', 'news', 'articles', 'friends', 'and', 'videos', 'being', 'shared', 'it', 's', 'horrible', 'and', 'i', 'would', 'never', 'want', 'that', 'situation', 'to', 'happen', 'to', 'anyone', 'ever', 'as', 'fellow', 'humans', 'we', 'need', 'to', 'help', 'each', 'other']"
258,we have to treat it as family on the earth.,INR,50000,43.0,10.0,"['we', 'have', 'to', 'treat', 'it', 'as', 'family', 'on', 'the', 'earth']"
260,"I donated because he deserves to see the world and grow. As a kid, he deserve to have a wonderful childhood to remember. But with his strength and bravery, I want to believe he can pull through. Keeping you in my prayers.",SGD,5000,221.0,42.0,"['i', 'donated', 'because', 'he', 'deserves', 'to', 'see', 'the', 'world', 'and', 'grow', 'as', 'a', 'kid', 'he', 'deserve', 'to', 'have', 'a', 'wonderful', 'childhood', 'to', 'remember', 'but', 'with', 'his', 'strength', 'and', 'bravery', 'i', 'want', 'to', 'believe', 'he', 'can', 'pull', 'through', 'keeping', 'you', 'in', 'my', 'prayers']"
261,It is the right thing to do…,SGD,5000,28.0,7.0,"['it', 'is', 'the', 'right', 'thing', 'to', 'do']"
262,I donated because I know her since high school and I am ofw as well. I hope this small amount can help here medical needs,SGD,5000,121.0,25.0,"['i', 'donated', 'because', 'i', 'know', 'her', 'since', 'high', 'school', 'and', 'i', 'am', 'ofw', 'as', 'well', 'i', 'hope', 'this', 'small', 'amount', 'can', 'help', 'here', 'medical', 'needs']"
263,In remembrance of Ying and support of CEP,SGD,10000,41.0,8.0,"['in', 'remembrance', 'of', 'ying', 'and', 'support', 'of', 'cep']"
264,"TBSS has a sister company in Vietnam, Cong Ty TNHH Cong Nghe va giam Sat Radar TBSS.  Our director who stations in HCMC has been there for years, he is now fighting with the people against the pandemic.",VND,5000000,202.0,39.0,"['tbss', 'has', 'a', 'sister', 'company', 'in', 'vietnam', 'cong', 'ty', 'tnhh', 'cong', 'nghe', 'va', 'giam', 'sat', 'radar', 'tbss', 'our', 'director', 'who', 'stations', 'in', 'hcmc', 'has', 'been', 'there', 'for', 'years', 'he', 'is', 'now', 'fighting', 'with', 'the', 'people', 'against', 'the', 'pandemic']"
265,I received it from my friend..,SGD,5000,30.0,6.0,"['i', 'received', 'it', 'from', 'my', 'friend']"
266,Small amount but we hope it helpa,SGD,2000,33.0,7.0,"['small', 'amount', 'but', 'we', 'hope', 'it', 'helpa']"
267,"To kids family members, remember to take care of yourselves in order to show up better for you and your kid. Have faith and stay strong 💪 you can do this!",SGD,5000,154.0,31.0,"['to', 'kids', 'family', 'members', 'remember', 'to', 'take', 'care', 'of', 'yourselves', 'in', 'order', 'to', 'show', 'up', 'better', 'for', 'you', 'and', 'your', 'kid', 'have', 'faith', 'and', 'stay', 'strong', 'you', 'can', 'do', 'this']"
